TUCASEID,TULINENO,GEREG,GEDIV,GESTFIPS,GTMETSTA,GTCBSA,GTCO,HEFAMINC
20160101160045,1,3,5,13,1,12060,015,3
20160101160045,2,3,5,13,1,12060,015,3
20160101160045,3,3,5,13,1,12060,015,3
20160101160066,1,3,5,51,2,00000,000,6
20160101160066,2,3,5,51,2,00000,000,6
20160101160069,1,3,5,11,1,47900,001,4
20160101160069,2,3,5,11,1,47900,001,4
20160101160069,3,3,5,11,1,47900,001,4
20160101160069,4,3,5,11,1,47900,001,4
20160101160075,1,2,3,17,1,16980,000,10
20160101160080,1,3,5,51,1,47900,000,6
20160101160083,1,2,3,26,2,00000,000,8
20160101160084,1,2,4,29,1,00000,000,13
20160101160084,2,2,4,29,1,00000,000,13
20160101160094,1,3,5,12,1,33100,086,5
20160101160094,2,3,5,12,1,33100,086,5
20160101160094,3,3,5,12,1,33100,086,5
20160101160094,4,3,5,12,1,33100,086,5
20160101160094,5,3,5,12,1,33100,086,5
20160101160116,1,1,2,34,1,35620,039,16
20160101160116,2,1,2,34,1,35620,039,16
20160101160116,3,1,2,34,1,35620,039,16
20160101160116,4,1,2,34,1,35620,039,16
20160101160116,5,1,2,34,1,35620,039,16
20160101160135,1,3,5,13,1,00000,000,5
20160101160135,2,3,5,13,1,00000,000,5
20160101160135,3,3,5,13,1,00000,000,5
20160101160135,4,3,5,13,1,00000,000,5
20160101160139,1,2,3,39,1,17140,000,16
20160101160139,2,2,3,39,1,17140,000,16
20160101160531,1,4,8,8,1,19740,059,14
20160101160531,2,4,8,8,1,19740,059,14
20160101160531,3,4,8,8,1,19740,059,14
20160101160531,4,4,8,8,1,19740,059,14
20160101160531,5,4,8,8,1,19740,059,14
20160101160533,1,4,9,2,1,00000,000,11
20160101160533,2,4,9,2,1,00000,000,11
20160101160533,3,4,9,2,1,00000,000,11
20160101160533,4,4,9,2,1,00000,000,11
20160101160546,1,3,5,13,2,00000,000,15
20160101160546,2,3,5,13,2,00000,000,15
20160101160546,3,3,5,13,2,00000,000,15
20160101160546,4,3,5,13,2,00000,000,15
20160101160550,1,2,3,17,1,16980,000,13
20160101160550,2,2,3,17,1,16980,000,13
20160101160550,3,2,3,17,1,16980,000,13
20160101160550,4,2,3,17,1,16980,000,13
20160101160560,1,4,8,8,2,00000,000,12
20160101160564,1,3,7,48,1,32580,215,13
20160101160564,2,3,7,48,1,32580,215,13
20160101160564,3,3,7,48,1,32580,215,13
20160101160569,1,2,4,19,2,00000,000,13
20160101160569,2,2,4,19,2,00000,000,13
20160101160571,1,2,4,19,2,00000,000,7
20160101160571,2,2,4,19,2,00000,000,7
20160101160573,1,4,9,41,1,21660,039,12
20160101160573,2,4,9,41,1,21660,039,12
20160101160573,3,4,9,41,1,21660,039,12
20160101160573,4,4,9,41,1,21660,039,12
20160101160573,5,4,9,41,1,21660,039,12
20160101160573,6,4,9,41,1,21660,039,12
20160101160574,1,4,8,4,1,38060,013,13
20160101160578,1,2,3,26,1,28020,000,13
20160101160578,2,2,3,26,1,28020,000,13
20160101160578,3,2,3,26,1,28020,000,13
20160101160578,4,2,3,26,1,28020,000,13
20160101160591,1,4,8,8,1,19740,059,14
20160101160591,2,4,8,8,1,19740,059,14
20160101160591,3,4,8,8,1,19740,059,14
20160101160599,1,3,7,22,1,43340,000,4
20160101160599,2,3,7,22,1,43340,000,4
20160101160602,1,2,4,20,1,45820,000,13
20160101160602,2,2,4,20,1,45820,000,13
20160101160602,3,2,4,20,1,45820,000,13
20160101160611,1,2,3,39,1,49660,000,11
20160101160613,1,3,5,24,1,47900,033,15
20160101160631,1,1,1,25,1,49340,027,6
20160101160632,1,2,4,27,2,00000,000,14
20160101160648,1,3,6,1,1,19300,003,9
20160101160654,1,4,8,4,3,00000,000,12
20160101160654,2,4,8,4,3,00000,000,12
20160101160654,3,4,8,4,3,00000,000,12
20160101160654,5,4,8,4,3,00000,000,12
20160101160654,6,4,8,4,3,00000,000,12
20160101160658,1,3,5,45,1,25940,000,11
20160101160658,2,3,5,45,1,25940,000,11
20160101160660,1,4,9,6,1,42100,087,15
20160101160660,2,4,9,6,1,42100,087,15
20160101160663,1,2,4,19,1,26980,103,14
20160101160663,2,2,4,19,1,26980,103,14
20160101160663,3,2,4,19,1,26980,103,14
20160101160663,4,2,4,19,1,26980,103,14
20160101160674,1,1,2,36,1,35620,103,12
20160101160674,2,1,2,36,1,35620,103,12
20160101160680,1,4,9,6,1,42200,083,13
20160101160694,1,3,5,12,1,37860,033,8
20160101160734,1,4,9,53,1,42660,033,16
20160101160734,2,4,9,53,1,42660,033,16
20160101160734,3,4,9,53,1,42660,033,16
20160101160734,4,4,9,53,1,42660,033,16
20160101160758,1,3,5,51,1,47260,700,15
20160101160758,2,3,5,51,1,47260,700,15
20160101160769,1,2,4,19,1,16300,113,15
20160101160769,2,2,4,19,1,16300,113,15
20160101160769,3,2,4,19,1,16300,113,15
20160101160769,4,2,4,19,1,16300,113,15
20160101160813,1,4,8,30,2,00000,000,16
20160101160813,2,4,8,30,2,00000,000,16
20160101160813,3,4,8,30,2,00000,000,16
20160101160820,1,3,6,21,1,14540,000,10
20160101160820,2,3,6,21,1,14540,000,10
20160101160820,3,3,6,21,1,14540,000,10
20160101160820,4,3,6,21,1,14540,000,10
20160101160828,1,3,7,22,1,33740,073,13
20160101160828,2,3,7,22,1,33740,073,13
20160101160828,3,3,7,22,1,33740,073,13
20160101160828,4,3,7,22,1,33740,073,13
20160101160829,1,1,2,34,1,35620,017,8
20160101160835,1,4,8,35,1,10740,001,8
20160101160835,2,4,8,35,1,10740,001,8
20160101160835,3,4,8,35,1,10740,001,8
20160101160835,4,4,8,35,1,10740,001,8
20160101160837,1,1,2,34,1,35620,013,16
20160101160837,2,1,2,34,1,35620,013,16
20160101160837,3,1,2,34,1,35620,013,16
20160101160837,4,1,2,34,1,35620,013,16
20160101160838,1,2,3,18,1,45460,000,8
20160101160846,1,2,3,39,2,00000,000,10
20160101160846,2,2,3,39,2,00000,000,10
20160101160846,3,2,3,39,2,00000,000,10
20160101160856,1,3,5,45,1,34820,051,6
20160101160862,1,4,9,6,1,31080,037,14
20160101160862,2,4,9,6,1,31080,037,14
20160101160862,3,4,9,6,1,31080,037,14
20160101160869,1,2,3,17,1,16980,000,14
20160101160869,2,2,3,17,1,16980,000,14
20160101160869,3,2,3,17,1,16980,000,14
20160101160869,4,2,3,17,1,16980,000,14
20160101160884,1,1,1,33,1,31700,011,13
20160101160884,2,1,1,33,1,31700,011,13
20160101160884,3,1,1,33,1,31700,011,13
20160101160884,4,1,1,33,1,31700,011,13
20160101160884,5,1,1,33,1,31700,011,13
20160101160884,6,1,1,33,1,31700,011,13
20160101160894,1,3,7,48,1,26420,000,15
20160101160894,2,3,7,48,1,26420,000,15
20160101160914,1,3,6,21,1,31140,000,11
20160101160914,2,3,6,21,1,31140,000,11
20160101160914,3,3,6,21,1,31140,000,11
20160101160914,4,3,6,21,1,31140,000,11
20160101160915,1,3,6,1,2,00000,000,14
20160101160916,1,2,3,26,1,28020,000,6
20160101160916,2,2,3,26,1,28020,000,6
20160101160917,1,3,5,12,1,34940,021,12
20160101160942,1,1,2,36,1,35620,081,13
20160101160969,1,4,8,35,1,42140,049,12
20160101160974,1,3,5,45,1,16740,091,15
20160101160976,1,3,5,12,1,15980,071,7
20160101160976,2,3,5,12,1,15980,071,7
20160101160982,1,2,4,27,1,33460,000,14
20160101160995,1,4,9,6,1,41860,081,15
20160101160995,2,4,9,6,1,41860,081,15
20160101160995,3,4,9,6,1,41860,081,15
20160101160995,4,4,9,6,1,41860,081,15
20160101160995,5,4,9,6,1,41860,081,15
20160101161013,1,4,8,35,1,10740,001,11
20160101161013,2,4,8,35,1,10740,001,11
20160101161019,1,2,4,20,1,48620,000,12
20160101161019,2,2,4,20,1,48620,000,12
20160101161031,1,3,7,40,3,00000,000,4
20160101161056,1,1,1,25,1,14460,017,6
20160101161068,1,3,6,47,2,00000,000,8
20160101161070,1,1,2,34,1,35620,000,14
20160101161070,2,1,2,34,1,35620,000,14
20160101161070,3,1,2,34,1,35620,000,14
20160101161076,1,4,8,4,1,46060,019,10
20160101161076,2,4,8,4,1,46060,019,10
20160101161076,3,4,8,4,1,46060,019,10
20160101161076,4,4,8,4,1,46060,019,10
20160101161076,5,4,8,4,1,46060,019,10
20160101161080,1,4,9,6,1,31080,059,16
20160101161080,2,4,9,6,1,31080,059,16
20160101161080,3,4,9,6,1,31080,059,16
20160101161080,4,4,9,6,1,31080,059,16
20160101161080,5,4,9,6,1,31080,059,16
20160101161086,1,4,9,6,1,41940,000,6
20160101161086,2,4,9,6,1,41940,000,6
20160101161086,3,4,9,6,1,41940,000,6
20160101161091,1,3,6,47,1,34980,000,12
20160101161091,2,3,6,47,1,34980,000,12
20160101161091,3,3,6,47,1,34980,000,12
20160101161107,1,4,8,4,1,38060,013,9
20160101161107,2,4,8,4,1,38060,013,9
20160101161107,3,4,8,4,1,38060,013,9
20160101161107,4,4,8,4,1,38060,013,9
20160101161115,1,4,8,4,1,38060,021,15
20160101161115,2,4,8,4,1,38060,021,15
20160101161115,3,4,8,4,1,38060,021,15
20160101161115,4,4,8,4,1,38060,021,15
20160101161115,5,4,8,4,1,38060,021,15
20160101161115,6,4,8,4,1,38060,021,15
20160101161136,1,1,2,42,1,37980,091,14
20160101161141,1,3,6,1,2,00000,000,11
20160101161141,2,3,6,1,2,00000,000,11
20160101161144,1,2,3,39,1,10420,153,8
20160101161147,1,1,2,42,1,37980,029,11
20160101161147,2,1,2,42,1,37980,029,11
20160101161147,3,1,2,42,1,37980,029,11
20160101161147,4,1,2,42,1,37980,029,11
20160101161147,5,1,2,42,1,37980,029,11
20160101161156,1,4,9,6,1,41940,000,16
20160101161156,2,4,9,6,1,41940,000,16
20160101161156,3,4,9,6,1,41940,000,16
20160101161156,4,4,9,6,1,41940,000,16
20160101161157,1,3,5,12,1,37860,113,12
20160101161158,1,4,9,53,1,42660,000,7
20160101161187,1,4,8,16,1,14260,000,6
20160101161189,1,4,9,41,1,38900,000,14
20160101161189,2,4,9,41,1,38900,000,14
20160101161190,1,4,9,6,1,40900,067,6
20160101161200,1,3,5,12,1,15980,071,9
20160101161215,1,1,2,36,1,35620,071,11
20160101161237,1,1,2,36,1,35620,000,1
20160101161237,2,1,2,36,1,35620,000,1
20160101161237,3,1,2,36,1,35620,000,1
20160101161238,1,1,2,34,1,35620,000,12
20160101161238,2,1,2,34,1,35620,000,12
20160101161245,1,3,7,48,1,31180,000,12
20160101161245,2,3,7,48,1,31180,000,12
20160101161248,1,3,5,12,1,27260,000,16
20160101161248,2,3,5,12,1,27260,000,16
20160101161248,3,3,5,12,1,27260,000,16
20160101161249,1,3,5,37,1,24660,000,8
20160101161249,2,3,5,37,1,24660,000,8
20160101161256,1,3,6,21,1,31140,111,3
20160101161276,1,1,2,36,1,35620,081,4
20160101161279,1,3,7,48,1,26420,000,5
20160101161290,1,3,5,37,2,00000,000,9
20160101161290,2,3,5,37,2,00000,000,9
20160101161290,3,3,5,37,2,00000,000,9
20160101161311,1,2,3,55,1,39540,101,13
20160101161311,2,2,3,55,1,39540,101,13
20160101161317,1,3,6,47,1,34980,000,13
20160101161324,1,4,8,8,2,00000,000,12
20160101161324,2,4,8,8,2,00000,000,12
20160101161324,3,4,8,8,2,00000,000,12
20160101161324,4,4,8,8,2,00000,000,12
20160101161332,1,1,2,36,1,13780,000,14
20160101161332,2,1,2,36,1,13780,000,14
20160101161355,1,3,5,24,1,47900,031,9
20160101161355,2,3,5,24,1,47900,031,9
20160101161355,3,3,5,24,1,47900,031,9
20160101161355,4,3,5,24,1,47900,031,9
20160101161367,1,2,3,26,1,19820,163,13
20160101161372,1,4,9,6,1,25260,031,2
20160101161373,1,3,7,48,1,21340,000,11
20160101161373,2,3,7,48,1,21340,000,11
20160101161373,3,3,7,48,1,21340,000,11
20160101161376,1,4,9,6,1,41740,073,15
20160101161376,2,4,9,6,1,41740,073,15
20160101161397,1,2,4,27,1,00000,000,16
20160101161397,2,2,4,27,1,00000,000,16
20160101161397,3,2,4,27,1,00000,000,16
20160101161412,1,3,7,48,2,00000,000,1
20160101161418,1,1,2,36,1,35620,119,16
20160101161418,2,1,2,36,1,35620,119,16
20160101161418,3,1,2,36,1,35620,119,16
20160101161418,4,1,2,36,1,35620,119,16
20160101161418,5,1,2,36,1,35620,119,16
20160101161449,1,2,4,38,2,00000,000,13
20160101161449,2,2,4,38,2,00000,000,13
20160101161451,1,3,5,13,1,12060,000,16
20160101161462,1,1,2,36,1,35620,103,13
20160101161477,1,4,9,6,1,31080,037,8
20160101161508,1,1,2,36,1,35620,103,16
20160101161508,2,1,2,36,1,35620,103,16
20160101161508,3,1,2,36,1,35620,103,16
20160101161511,1,3,5,11,1,47900,001,9
20160101161527,1,3,7,48,2,00000,000,8
20160101161528,1,4,9,6,1,41940,000,14
20160101161528,2,4,9,6,1,41940,000,14
20160101161528,3,4,9,6,1,41940,000,14
20160101161528,4,4,9,6,1,41940,000,14
20160101161546,1,2,4,29,1,41180,189,15
20160101161546,2,2,4,29,1,41180,189,15
20160101161546,3,2,4,29,1,41180,189,15
20160101161560,1,2,3,39,1,18140,000,12
20160101161560,2,2,3,39,1,18140,000,12
20160101161560,3,2,3,39,1,18140,000,12
20160101161560,4,2,3,39,1,18140,000,12
20160101161560,5,2,3,39,1,18140,000,12
20160101161560,6,2,3,39,1,18140,000,12
20160101161574,1,3,5,37,1,49180,067,6
20160101161577,1,3,6,21,2,00000,000,9
20160101161577,2,3,6,21,2,00000,000,9
20160101161590,1,2,4,27,1,00000,000,11
20160101161590,2,2,4,27,1,00000,000,11
20160101161590,3,2,4,27,1,00000,000,11
20160101161638,1,3,6,47,1,28940,000,11
20160101161639,1,4,9,6,1,31080,037,1
20160101161656,1,1,2,36,1,46540,000,14
20160101161656,2,1,2,36,1,46540,000,14
20160101161675,1,3,5,12,1,36740,095,12
20160101161687,1,2,4,27,2,00000,000,12
20160101161700,1,2,4,27,2,00000,000,15
20160101161700,2,2,4,27,2,00000,000,15
20160101161700,3,2,4,27,2,00000,000,15
20160101161700,4,2,4,27,2,00000,000,15
20160101161700,5,2,4,27,2,00000,000,15
20160101161700,6,2,4,27,2,00000,000,15
20160101161704,1,4,9,6,1,31080,059,4
20160101161704,2,4,9,6,1,31080,059,4
20160101161704,3,4,9,6,1,31080,059,4
20160101161715,1,4,8,4,1,38060,013,9
20160101161715,2,4,8,4,1,38060,013,9
20160101161715,3,4,8,4,1,38060,013,9
20160101161715,4,4,8,4,1,38060,013,9
20160101161715,5,4,8,4,1,38060,013,9
20160101161715,6,4,8,4,1,38060,013,9
20160101161747,1,3,5,45,1,22500,041,10
20160101161762,1,2,4,20,1,00000,000,10
20160101161762,2,2,4,20,1,00000,000,10
20160101161762,3,2,4,20,1,00000,000,10
20160101161762,4,2,4,20,1,00000,000,10
20160101161804,1,1,2,36,1,35620,061,16
20160101161804,2,1,2,36,1,35620,061,16
20160101161804,3,1,2,36,1,35620,061,16
20160101161816,1,1,2,36,1,35620,061,13
20160101161816,2,1,2,36,1,35620,061,13
20160101161816,3,1,2,36,1,35620,061,13
20160101161832,1,3,5,24,1,15680,000,13
20160101161832,2,3,5,24,1,15680,000,13
20160101161832,3,3,5,24,1,15680,000,13
20160101161838,1,3,5,24,1,47900,031,16
20160101161838,2,3,5,24,1,47900,031,16
20160101161850,1,1,2,36,1,35620,061,16
20160101161850,2,1,2,36,1,35620,061,16
20160101161850,3,1,2,36,1,35620,061,16
20160101161856,1,3,5,51,1,47260,000,13
20160101161856,2,3,5,51,1,47260,000,13
20160101161858,1,3,6,47,1,34980,000,6
20160101161862,1,1,2,42,2,00000,107,15
20160101161862,2,1,2,42,2,00000,107,15
20160101161870,1,3,5,51,1,47900,107,13
20160101161870,2,3,5,51,1,47900,107,13
20160101161870,3,3,5,51,1,47900,107,13
20160101161870,4,3,5,51,1,47900,107,13
20160101161870,5,3,5,51,1,47900,107,13
20160101161873,1,4,9,15,1,46520,003,10
20160101161883,1,2,3,26,1,19820,099,14
20160101161883,2,2,3,26,1,19820,099,14
20160101161883,3,2,3,26,1,19820,099,14
20160101161890,1,4,9,53,1,44060,000,9
20160101161890,2,4,9,53,1,44060,000,9
20160101161890,3,4,9,53,1,44060,000,9
20160101161891,1,1,2,36,1,35620,061,13
20160101161903,1,3,5,12,1,37340,009,15
20160101161903,2,3,5,12,1,37340,009,15
20160101161903,3,3,5,12,1,37340,009,15
20160101161907,1,3,7,48,1,41700,000,1
20160101161943,1,2,3,18,1,16980,089,7
20160101161943,2,2,3,18,1,16980,089,7
20160101161943,3,2,3,18,1,16980,089,7
20160101161943,4,2,3,18,1,16980,089,7
20160101161965,1,4,8,8,2,00000,000,4
20160101161971,1,3,5,24,1,12580,025,14
20160101161971,2,3,5,24,1,12580,025,14
20160101161971,3,3,5,24,1,12580,025,14
20160101162013,1,2,3,39,1,17140,000,9
20160101162014,1,3,6,47,1,32820,000,13
20160101162031,1,2,3,17,1,16580,000,14
20160101162031,2,2,3,17,1,16580,000,14
20160101162041,1,3,7,48,1,19100,000,15
20160101162041,2,3,7,48,1,19100,000,15
20160101162041,3,3,7,48,1,19100,000,15
20160101162059,1,3,5,12,1,33100,099,13
20160101162059,2,3,5,12,1,33100,099,13
20160101162067,1,3,7,5,1,22220,000,14
20160101162067,2,3,7,5,1,22220,000,14
20160101162067,3,3,7,5,1,22220,000,14
20160101162067,4,3,7,5,1,22220,000,14
20160101162086,1,3,7,48,1,26420,000,3
20160101162101,1,3,5,13,1,12060,151,4
20160101162113,1,3,5,37,1,16740,000,5
20160101162113,2,3,5,37,1,16740,000,5
20160101162123,1,3,5,12,1,27260,000,11
20160101162123,2,3,5,12,1,27260,000,11
20160101162123,3,3,5,12,1,27260,000,11
20160101162130,1,2,3,17,1,16980,000,6
20160101162133,1,1,2,36,1,35620,005,9
20160101162164,1,3,6,28,2,00000,000,5
20160101162166,1,1,2,34,1,35620,003,12
20160101162166,2,1,2,34,1,35620,003,12
20160101162179,1,1,1,25,1,14460,025,1
20160101162200,1,4,9,53,1,38900,000,15
20160101162200,2,4,9,53,1,38900,000,15
20160101162214,1,2,3,39,1,00000,000,7
20160101162214,2,2,3,39,1,00000,000,7
20160101162217,1,3,6,47,1,34980,000,16
20160101162217,2,3,6,47,1,34980,000,16
20160101162217,3,3,6,47,1,34980,000,16
20160101162218,1,1,2,36,1,35620,081,7
20160101162218,2,1,2,36,1,35620,081,7
20160101162235,1,3,6,1,1,26620,000,13
20160101162235,2,3,6,1,1,26620,000,13
20160101162245,1,2,3,18,2,00000,000,6
20160101162274,1,4,8,4,1,38060,013,2
20160101162274,2,4,8,4,1,38060,013,2
20160101162275,1,3,7,48,2,00000,000,14
20160101162275,2,3,7,48,2,00000,000,14
20160101162278,1,1,2,42,1,37980,101,4
20160101162288,1,1,2,42,1,37980,017,7
20160101162288,2,1,2,42,1,37980,017,7
20160101162288,3,1,2,42,1,37980,017,7
20160101162288,4,1,2,42,1,37980,017,7
20160101162300,1,3,5,13,1,00000,000,7
20160101162300,2,3,5,13,1,00000,000,7
20160101162300,3,3,5,13,1,00000,000,7
20160101162303,1,4,9,6,1,40140,000,4
20160101162303,2,4,9,6,1,40140,000,4
20160101162303,3,4,9,6,1,40140,000,4
20160101162332,1,1,2,42,1,37980,101,16
20160101162332,2,1,2,42,1,37980,101,16
20160101162333,1,4,8,8,1,19740,031,6
20160101162333,2,4,8,8,1,19740,031,6
20160101162342,1,3,5,12,1,29460,105,9
20160101162343,1,2,4,29,2,00000,000,7
20160101162343,2,2,4,29,2,00000,000,7
20160101162350,1,2,3,39,2,00000,000,4
20160101162353,1,1,2,36,1,35620,000,1
20160101162353,2,1,2,36,1,35620,000,1
20160101162355,1,4,9,6,1,41860,001,14
20160101162355,2,4,9,6,1,41860,001,14
20160101162355,3,4,9,6,1,41860,001,14
20160101162355,4,4,9,6,1,41860,001,14
20160101162355,5,4,9,6,1,41860,001,14
20160101162373,1,2,3,26,1,29620,000,13
20160101162373,2,2,3,26,1,29620,000,13
20160101162373,3,2,3,26,1,29620,000,13
20160101162377,1,3,7,48,1,31180,000,15
20160101162377,2,3,7,48,1,31180,000,15
20160101162377,3,3,7,48,1,31180,000,15
20160101162377,4,3,7,48,1,31180,000,15
20160101162377,5,3,7,48,1,31180,000,15
20160101162419,1,3,5,37,2,00000,000,9
20160101162422,1,3,7,22,1,29340,000,12
20160101162422,2,3,7,22,1,29340,000,12
20160101162422,3,3,7,22,1,29340,000,12
20160101162422,4,3,7,22,1,29340,000,12
20160101162444,1,4,8,49,1,39340,000,13
20160101162444,2,4,8,49,1,39340,000,13
20160101162444,3,4,8,49,1,39340,000,13
20160101162445,1,3,5,37,1,11700,021,12
20160101162445,2,3,5,37,1,11700,021,12
20160101162445,3,3,5,37,1,11700,021,12
20160101162449,1,1,2,42,1,27780,021,16
20160101162449,2,1,2,42,1,27780,021,16
20160101162449,3,1,2,42,1,27780,021,16
20160101162449,4,1,2,42,1,27780,021,16
20160101162449,5,1,2,42,1,27780,021,16
20160101162449,6,1,2,42,1,27780,021,16
20160101162452,1,4,8,35,1,10740,001,10
20160101162469,1,3,7,48,1,26420,000,7
20160101162469,2,3,7,48,1,26420,000,7
20160101162469,3,3,7,48,1,26420,000,7
20160101162469,4,3,7,48,1,26420,000,7
20160101162477,1,3,6,47,1,32820,000,13
20160101162477,2,3,6,47,1,32820,000,13
20160101162477,3,3,6,47,1,32820,000,13
20160101162477,4,3,6,47,1,32820,000,13
20160101162489,1,2,3,17,1,16980,000,16
20160101162489,2,2,3,17,1,16980,000,16
20160101162489,3,2,3,17,1,16980,000,16
20160101162489,4,2,3,17,1,16980,000,16
20160101162494,1,3,5,13,1,12060,000,7
20160101162494,2,3,5,13,1,12060,000,7
20160101162494,3,3,5,13,1,12060,000,7
20160101162495,1,4,9,6,1,41860,075,16
20160101162495,2,4,9,6,1,41860,075,16
20160101162503,1,4,9,6,1,40900,067,15
20160101162503,2,4,9,6,1,40900,067,15
20160101162503,3,4,9,6,1,40900,067,15
20160101162503,6,4,9,6,1,40900,067,15
20160101162514,1,3,7,48,1,26420,000,16
20160101162514,2,3,7,48,1,26420,000,16
20160101162514,3,3,7,48,1,26420,000,16
20160101162514,4,3,7,48,1,26420,000,16
20160101162521,1,4,8,32,1,29820,003,7
20160101162528,1,4,8,8,1,17820,000,14
20160101162528,2,4,8,8,1,17820,000,14
20160101162528,3,4,8,8,1,17820,000,14
20160110150031,1,1,2,34,1,37980,005,8
20160110150044,1,3,7,5,1,38220,000,8
20160110150055,1,2,4,29,1,41180,189,12
20160110150055,2,2,4,29,1,41180,189,12
20160110150055,3,2,4,29,1,41180,189,12
20160110150059,1,3,5,12,1,35840,000,1
20160110150059,2,3,5,12,1,35840,000,1
20160110150059,3,3,5,12,1,35840,000,1
20160110150061,1,3,7,48,1,41700,000,12
20160110150074,1,3,5,12,1,33100,011,6
20160110150074,2,3,5,12,1,33100,011,6
20160110150074,3,3,5,12,1,33100,011,6
20160110150074,4,3,5,12,1,33100,011,6
20160110150089,1,1,2,36,1,35620,005,3
20160110150091,1,4,9,6,1,31080,037,16
20160110150091,2,4,9,6,1,31080,037,16
20160110150091,3,4,9,6,1,31080,037,16
20160110150100,1,4,9,53,1,28420,000,11
20160110150100,2,4,9,53,1,28420,000,11
20160110150100,3,4,9,53,1,28420,000,11
20160110150100,4,4,9,53,1,28420,000,11
20160110150100,5,4,9,53,1,28420,000,11
20160110150119,1,2,3,18,2,00000,000,11
20160110150156,1,3,5,12,1,23540,000,1
20160110150167,1,4,9,6,1,41740,073,12
20160110150169,1,3,7,48,1,26420,000,12
20160110150169,2,3,7,48,1,26420,000,12
20160110150169,3,3,7,48,1,26420,000,12
20160110150510,1,2,3,17,2,00000,000,9
20160110150530,1,1,2,36,1,15380,000,14
20160110150554,1,4,8,32,1,29820,003,13
20160110150557,1,3,7,48,1,19100,000,11
20160110150557,2,3,7,48,1,19100,000,11
20160110150557,3,3,7,48,1,19100,000,11
20160110150557,4,3,7,48,1,19100,000,11
20160110150557,5,3,7,48,1,19100,000,11
20160110150557,6,3,7,48,1,19100,000,11
20160110150561,1,3,5,51,1,40060,760,11
20160110150561,2,3,5,51,1,40060,760,11
20160110150561,3,3,5,51,1,40060,760,11
20160110150561,4,3,5,51,1,40060,760,11
20160110150561,5,3,5,51,1,40060,760,11
20160110150563,1,4,9,53,2,00000,000,13
20160110150563,2,4,9,53,2,00000,000,13
20160110150565,1,3,5,12,1,33100,011,9
20160110150576,1,4,9,6,1,41740,073,11
20160110150576,2,4,9,6,1,41740,073,11
20160110150576,3,4,9,6,1,41740,073,11
20160110150576,4,4,9,6,1,41740,073,11
20160110150576,5,4,9,6,1,41740,073,11
20160110150576,6,4,9,6,1,41740,073,11
20160110150576,7,4,9,6,1,41740,073,11
20160110150585,1,3,5,37,1,20500,000,8
20160110150610,1,4,9,6,1,12540,029,10
20160110150610,2,4,9,6,1,12540,029,10
20160110150610,3,4,9,6,1,12540,029,10
20160110150610,4,4,9,6,1,12540,029,10
20160110150613,1,4,9,6,1,41860,000,15
20160110150613,2,4,9,6,1,41860,000,15
20160110150613,3,4,9,6,1,41860,000,15
20160110150613,4,4,9,6,1,41860,000,15
20160110150613,5,4,9,6,1,41860,000,15
20160110150623,1,3,5,12,1,27260,019,9
20160110150623,2,3,5,12,1,27260,019,9
20160110150645,1,3,5,24,1,12580,510,1
20160110150645,2,3,5,24,1,12580,510,1
20160110150657,1,3,5,45,2,00000,000,13
20160110150657,2,3,5,45,2,00000,000,13
20160110150657,3,3,5,45,2,00000,000,13
20160110150657,4,3,5,45,2,00000,000,13
20160110150663,1,2,3,26,1,19820,000,12
20160110150663,2,2,3,26,1,19820,000,12
20160110150663,3,2,3,26,1,19820,000,12
20160110150664,1,3,7,48,1,19100,000,8
20160110150668,1,1,2,36,1,35620,059,14
20160110150668,2,1,2,36,1,35620,059,14
20160110150668,3,1,2,36,1,35620,059,14
20160110150668,4,1,2,36,1,35620,059,14
20160110150676,1,4,9,6,1,31080,037,13
20160110150676,2,4,9,6,1,31080,037,13
20160110150679,1,3,7,40,1,46140,000,6
20160110150679,2,3,7,40,1,46140,000,6
20160110150679,3,3,7,40,1,46140,000,6
20160110150679,4,3,7,40,1,46140,000,6
20160110150687,1,1,1,25,1,14460,017,16
20160110150687,2,1,1,25,1,14460,017,16
20160110150687,3,1,1,25,1,14460,017,16
20160110150687,4,1,1,25,1,14460,017,16
20160110150687,5,1,1,25,1,14460,017,16
20160110150688,1,1,2,36,1,45060,000,10
20160110150719,1,4,8,8,2,00000,000,15
20160110150719,2,4,8,8,2,00000,000,15
20160110150719,3,4,8,8,2,00000,000,15
20160110150735,1,1,2,34,1,37980,005,16
20160110150735,2,1,2,34,1,37980,005,16
20160110150735,3,1,2,34,1,37980,005,16
20160110150742,1,2,4,29,1,41180,189,12
20160110150742,2,2,4,29,1,41180,189,12
20160110150757,1,3,5,37,2,00000,000,10
20160110150757,2,3,5,37,2,00000,000,10
20160110150757,3,3,5,37,2,00000,000,10
20160110150757,4,3,5,37,2,00000,000,10
20160110150757,5,3,5,37,2,00000,000,10
20160110150771,1,2,3,17,1,16980,000,12
20160110150771,2,2,3,17,1,16980,000,12
20160110150771,3,2,3,17,1,16980,000,12
20160110150775,1,4,9,6,1,31080,037,10
20160110150775,2,4,9,6,1,31080,037,10
20160110150775,3,4,9,6,1,31080,037,10
20160110150775,4,4,9,6,1,31080,037,10
20160110150775,5,4,9,6,1,31080,037,10
20160110150784,1,4,9,6,1,41860,001,11
20160110150784,2,4,9,6,1,41860,001,11
20160110150792,1,2,3,55,2,00000,000,6
20160110150792,2,2,3,55,2,00000,000,6
